categoryName,city,reviewsCount,stars,state,text,title,url
Chapel,Villegas,1.0,5.0,Burgos,"En una pequeña colina, por donde se supone discurría (antes de construir la actual carretera) el antiguo camino que unía por la margen izquierda del río Brullés las tierras de Castrogeriz con los campos de Villladiego, se encuentra desde tiempos antiguos la popular ermita del “Santo Cristo del Humilladero”, de Villegas. Su ábside es románico.",Ermita del Santo Cristo del Humilladero,https://www.google.com/maps/search/?api=1&query=Ermita%20del%20Santo%20Cristo%20del%20Humilladero&query_place_id=ChIJBwa2b_cfRg0R1Yo895r725k
Tourist attraction,Montejo de Cebas,0.0,,Burgos,,Presa de Montejo de Cebas - Montejo de San Miguel,https://www.google.com/maps/search/?api=1&query=Presa%20de%20Montejo%20de%20Cebas%20-%20Montejo%20de%20San%20Miguel&query_place_id=ChIJt1VUEABtTw0RbD02wrm44O8
Park,,2.0,4.0,Burgos,,PLAZA DE CALLE LA CUESTA,https://www.google.com/maps/search/?api=1&query=PLAZA%20DE%20CALLE%20LA%20CUESTA&query_place_id=ChIJNSganuATTw0RA4ktTUfns5g
Tourist attraction,Villagalijo,6.0,5.0,Burgos,,Lavadero de Villagalijo,https://www.google.com/maps/search/?api=1&query=Lavadero%20de%20Villagalijo&query_place_id=ChIJV8zBx0WFRQ0RXTPSRu8WUiE
Bar,Villanueva de Argaño,278.0,4.0,Burgos,,BAR Mesón Pepe,https://www.google.com/maps/search/?api=1&query=BAR%20Mes%C3%B3n%20Pepe&query_place_id=ChIJfbfq8BMbRg0R-dMM4d2a9l4
Association / Organization,Pedrosa de Tobalina,28.0,5.0,Burgos,,Junta Administrativa de Pedrosa de Tobalina,https://www.google.com/maps/search/?api=1&query=Junta%20Administrativa%20de%20Pedrosa%20de%20Tobalina&query_place_id=ChIJJWYxVrsUTw0Rj2VN_5JB0Dw
Public educational institution,Pradoluengo,2.0,4.0,Burgos,Buen cole...,Colegio Público San Roque,https://www.google.com/maps/search/?api=1&query=Colegio%20P%C3%BAblico%20San%20Roque&query_place_id=ChIJs-UECxebRQ0REDUaJINHn_E
Hiking area,,0.0,,Burgos,,Mirador,https://www.google.com/maps/search/?api=1&query=Mirador&query_place_id=ChIJGQx0EgBtTw0R35XDoDhUMxo
Museum,Villagalijo,5.0,5.0,Burgos,"Mirador precioso con vistas a Villagalijo y un paseo muy agradable entre la naturaleza.
Ruta muy bien señalizada y para todos públicos.",Mirador de San Gines,https://www.google.com/maps/search/?api=1&query=Mirador%20de%20San%20Gines&query_place_id=ChIJjacEhzWbRQ0R4GDrga6poTA
Religious destination,Pradoluengo,4.0,4.0,Burgos,Precioso lugar con una puesta de sol impresionante,Ermita de San Bartolomé de Ordunte,https://www.google.com/maps/search/?api=1&query=Ermita%20de%20San%20Bartolom%C3%A9%20de%20Ordunte&query_place_id=ChIJ4wf_qGabRQ0RQsFJ_7vXWjk
Catholic church,Revilla de Pienza,3.0,5.0,Burgos,,Iglesia de San Miguel,https://www.google.com/maps/search/?api=1&query=Iglesia%20de%20San%20Miguel&query_place_id=ChIJd5kGE5gjTw0RIlN9EAkdc_g
Indoor lodging,La Orden,6.0,5.0,Burgos,"Tengo muy buenas referencias , pero no la conozco por dentro, está en un hermoso lugar del pueblo, muy cerca del río,.  Yo vengo los veranos pero tengo casa en el pueblo de Pedrosa de tobalina , pero vivo en Palma de Mallorca",Casa Rural El Tejo,https://www.google.com/maps/search/?api=1&query=Casa%20Rural%20El%20Tejo&query_place_id=ChIJtzkKyHgTTw0RD2IKgPe_7EI
Drinking water fountain,Villamorón,1.0,5.0,Burgos,Idílica ubicación en un pueblo deshabitado de Burgos,Fuente romana,https://www.google.com/maps/search/?api=1&query=Fuente%20romana&query_place_id=ChIJowncdEYfRg0R3_vax9MATZc
Hotel,Montejo de Cebas,120.0,4.0,Burgos,,Hotel rural Colas,https://www.google.com/maps/search/?api=1&query=Hotel%20rural%20Colas&query_place_id=ChIJP5NcDZFtTw0Rt8ji37W84EA
Bus station,Santa Olalla del Valle,0.0,,Burgos,,Santa Olalla Del Valle -Bu,https://www.google.com/maps/search/?api=1&query=Santa%20Olalla%20Del%20Valle%20-Bu&query_place_id=ChIJuwMvdaacRQ0RX_sYxEbihaw
Bank,Villanueva de Argaño,0.0,,Burgos,,Cajacírculo,https://www.google.com/maps/search/?api=1&query=Cajac%C3%ADrculo&query_place_id=ChIJEdFW6hMbRg0RaXgDJwzfRMk
Construction company,La Orden,2.0,5.0,Burgos,Grandes profesionales.,Construcciones y Excavaciones Santiago González S. L.,https://www.google.com/maps/search/?api=1&query=Construcciones%20y%20Excavaciones%20Santiago%20Gonz%C3%A1lez%20S.%20L.&query_place_id=ChIJqZRrvHgTTw0R-iQOzhCekgA
Cemetery,,0.0,,Burgos,,Cemetery,https://www.google.com/maps/search/?api=1&query=Cemetery&query_place_id=ChIJVVVFPBATTw0RK_Jd3tCI1fw
Catholic church,Montejo de Cebas,5.0,3.0,Burgos,Iglesia de aspecto macizo.,Iglesia de San Millán,https://www.google.com/maps/search/?api=1&query=Iglesia%20de%20San%20Mill%C3%A1n&query_place_id=ChIJ6WMWbIltTw0RoCCIAIr7wXM
Local government office,Santa Olalla del Valle,0.0,,Burgos,,Ayuntamiento De Villagalijo,https://www.google.com/maps/search/?api=1&query=Ayuntamiento%20De%20Villagalijo&query_place_id=ChIJAQAAbKacRQ0R7VeXM-1rMG0
Local government office,Villanoño,0.0,,Burgos,,Ayuntamiento De Villadiego,https://www.google.com/maps/search/?api=1&query=Ayuntamiento%20De%20Villadiego&query_place_id=ChIJl8qtk4-gSA0RrnXyO6juM2I
Drinking water fountain,Quintanilla de Pienza,2.0,1.0,Burgos,,Fuente,https://www.google.com/maps/search/?api=1&query=Fuente&query_place_id=ChIJN421TgsjTw0Rws1XMYBiaUI
Park,,1.0,5.0,Burgos,buen sitio,EL FRONTON DE PEDROSA DE TOBALINA,https://www.google.com/maps/search/?api=1&query=EL%20FRONTON%20DE%20PEDROSA%20DE%20TOBALINA&query_place_id=ChIJOR-PBY0TTw0RgKrHP5zY7Ew
Church,Villegas,15.0,5.0,Burgos,,Iglesia de Santa Eugenia,https://www.google.com/maps/search/?api=1&query=Iglesia%20de%20Santa%20Eugenia&query_place_id=ChIJOZXSVzoeRg0RuBb7YmG1Gac
Agricultural production,Frías,0.0,,Burgos,,INVERFLORIA,https://www.google.com/maps/search/?api=1&query=INVERFLORIA&query_place_id=ChIJx6h70iRtTw0Rg3mA8US50AY
Art gallery,Frías,0.0,,Burgos,,Bless Monastery Art Space,https://www.google.com/maps/search/?api=1&query=Bless%20Monastery%20Art%20Space&query_place_id=ChIJ-QXZw61tTw0RSSauw21ElHU
Historical landmark,,9.0,3.0,Burgos,Necrópolis pequeña situada a las afueras del pueblo. Buenas vistas de los alrededores.,Necrópolis de Montejo de Cebas,https://www.google.com/maps/search/?api=1&query=Necr%C3%B3polis%20de%20Montejo%20de%20Cebas&query_place_id=ChIJbb54ZXhyTw0RwzAqMKibP9s
Country house,Mozoncillo de Juarros,194.0,5.0,Burgos,"Hemos estado super a gusto en las casas rurales. El complejo es encantador, las casas están muy limpias, las camas son muy cómodas y hay mucho espacio para el esparcimiento de los pequeños. No falta ningún detalle y el dueño es muy amable, pendiente de que hayamos estado cómodos y de facilitarnos ayuda para resolver dudas.
¡Volveremos!",Apartamentos Rurales Al Pie del Árbol,https://www.google.com/maps/search/?api=1&query=Apartamentos%20Rurales%20Al%20Pie%20del%20%C3%81rbol&query_place_id=ChIJs66DJGHuRQ0Rrr45lqMxZpc
Parish,Santa Olalla del Valle,0.0,,Burgos,,Santa Eulalia de Mérida,https://www.google.com/maps/search/?api=1&query=Santa%20Eulalia%20de%20M%C3%A9rida&query_place_id=ChIJoW6r8G2dRQ0R0TNdnq5ueag
Church,Villanoño,2.0,4.0,Burgos,Preciosa.,Iglesia de San Julián Obispo,https://www.google.com/maps/search/?api=1&query=Iglesia%20de%20San%20Juli%C3%A1n%20Obispo&query_place_id=ChIJ61wquY-gSA0R8MXVinGWSE4
Indoor lodging,Mozoncillo de Juarros,30.0,5.0,Burgos,Unos almuerzos espectaculares,Casa Rural La Cabaña De Mozoncillo,https://www.google.com/maps/search/?api=1&query=Casa%20Rural%20La%20Caba%C3%B1a%20De%20Mozoncillo&query_place_id=ChIJAbbrEmTuRQ0RFjwKjcvxzGA
Tourist attraction,Pedrosa de Tobalina,3.0,3.0,Burgos,los niños y los perros se lo pasan guay. Eso vale,Las pasarelas de Pedrosa de Tobalina,https://www.google.com/maps/search/?api=1&query=Las%20pasarelas%20de%20Pedrosa%20de%20Tobalina&query_place_id=ChIJZ3zFmlQTTw0RGmpC6BXzr08
Historical landmark,Villegas,0.0,,Burgos,,Conjuradero,https://www.google.com/maps/search/?api=1&query=Conjuradero&query_place_id=ChIJmU8JBgAfRg0Rg7JAh18C1ls
Historical landmark,Pajares,4.0,4.0,Burgos,"En las Merindades, próximo al minúsculo pueblo de Pajares, y sin señalización alguna que muestre el punto en el que se coge el Camino que asciende a la Peña del Mazo, se encuentra esta necrópolis.
Hay dos épocas bien marcadas en la misma, la primera, tardo-romana, a la que pertenecen 9 de las tumbas, y la segunda alto-medieval, a la que pertenecen el resto.
Así mismo se conserva la base de lo que originariamente fue una torre de vigilancia romana.
Acceder al lugar no es nada sencillo dada la falta de indicaciones, pero si afinamos con la desdibujada pista que asciende desde la carretera, y la abandonamos ya casi al pie de la Peña para tomar un casi inadvertido sendero que nos dejará en pocos metros en la planicie de la Peña, conseguiremos nuestro objetivo.",Necrópolis Peña del Mazo,https://www.google.com/maps/search/?api=1&query=Necr%C3%B3polis%20Pe%C3%B1a%20del%20Mazo&query_place_id=ChIJ-9TcL_lzTw0Rd3k4ieh1WYA
Construction company,Pedrosa de Tobalina,3.0,5.0,Burgos,"Un señor muy amable,  respondiendo a todas las preguntas ...👍👍👍",Construcciones Antolín Alonso SL,https://www.google.com/maps/search/?api=1&query=Construcciones%20Antol%C3%ADn%20Alonso%20SL&query_place_id=ChIJZZPjXnwTTw0ROhCK2FSfPt0
Cemetery,,0.0,,Burgos,,Cemetery,https://www.google.com/maps/search/?api=1&query=Cemetery&query_place_id=ChIJVVUlH1anSA0RCBWLTg6QWHk
Tourist attraction,Pedrosa de Tobalina,1297.0,5.0,Burgos,"Un sitio espectacular en esta época del año , baja una buena cantidad de agua , con una caída de creo que son 14 metros  es más espectacular con crecidas , en ocasiones hacen el salto con piraguas y en definitiva es un sitio diferente en cada época del año y digno de visitar en cualquiera de ellas , a por cierto se aparca bien y hay dos restaurantes al lado con muy buenas ofertas gastronómicas y mejores precios",Cascada del Peñón,https://www.google.com/maps/search/?api=1&query=Cascada%20del%20Pe%C3%B1%C3%B3n&query_place_id=ChIJqcDbgQkTTw0Rrxu_fqI3VSo
Hiking area,,4.0,5.0,Burgos,,Peña San Sebastián,https://www.google.com/maps/search/?api=1&query=Pe%C3%B1a%20San%20Sebasti%C3%A1n&query_place_id=ChIJcYL8WrAjTw0RkRhXPb7MTyk
Church,Pajares,0.0,,Burgos,,Iglesia de Santiago Apóstol,https://www.google.com/maps/search/?api=1&query=Iglesia%20de%20Santiago%20Ap%C3%B3stol&query_place_id=ChIJN2J6L4xzTw0RLvYn5hitqd8
Local government office,Montejo de Cebas,0.0,,Burgos,,Junta Administritiva De Zangandez,https://www.google.com/maps/search/?api=1&query=Junta%20Administritiva%20De%20Zangandez&query_place_id=ChIJF-D-S4ltTw0RZDJ1y9_ZE90
Gas station,Villanueva de Argaño,204.0,4.0,Burgos,,E.S. SAIZ,https://www.google.com/maps/search/?api=1&query=E.S.%20SAIZ&query_place_id=ChIJ1x5wLwobRg0R5_YIYQYpQDw
Church,San Clemente del Valle,2.0,5.0,Burgos,Un bonito pueblo con preciosas vistas,Santa Columba,https://www.google.com/maps/search/?api=1&query=Santa%20Columba&query_place_id=ChIJ9_TvVO-FRQ0RTlzDbDgKiTA
Transportation service,Villegas,0.0,,Burgos,,Báscula Villegas,https://www.google.com/maps/search/?api=1&query=B%C3%A1scula%20Villegas&query_place_id=ChIJkWXjGxcfRg0RMo3O8VmDKnI
Historical landmark,Olmos de la Picaza,10.0,5.0,Burgos,,Torreón medieval de Olmos de la Picaza,https://www.google.com/maps/search/?api=1&query=Torre%C3%B3n%20medieval%20de%20Olmos%20de%20la%20Picaza&query_place_id=ChIJEc3jFfgdRg0RleoZf6gbp8M
Mechanic,Quintana Martín Galíndez,32.0,5.0,Burgos,,Losemar Taller Electromecanico,https://www.google.com/maps/search/?api=1&query=Losemar%20Taller%20Electromecanico&query_place_id=ChIJ5_Zv3fxzTw0R3x6rhpobIa8
Historical landmark,Villanoño,0.0,,Burgos,,Torre de Villanoño,https://www.google.com/maps/search/?api=1&query=Torre%20de%20Villano%C3%B1o&query_place_id=ChIJyWRzLwChSA0R4jElxZjOQQA
Museum,,35.0,5.0,Burgos,"No queda mucho de lo que fue el pueblo , pero el enclave es precioso y tiene un aire de misterio,  con la iglesia como telón de fondo .",Plágaro,https://www.google.com/maps/search/?api=1&query=Pl%C3%A1garo&query_place_id=ChIJD_AoBWZzTw0RLO6yxiFPM30
Church,Pedrosa de Tobalina,1.0,5.0,Burgos,Muy bonita y bien situada.,Iglesia de San Andrés,https://www.google.com/maps/search/?api=1&query=Iglesia%20de%20San%20Andr%C3%A9s&query_place_id=ChIJhSDqII8TTw0Rx06-bNVxuSw
Country house,Pajares,8.0,5.0,Burgos,"Un lugar maravilloso.
La casa es perfecta para pasar unos días de descanso y desconectar.
El entorno rural, las vistas y en general todo el lugar es ideal y lo mejor, los anfitriones que nos pusieron hasta el desayuno.
Se pueden hacer rutas y otras actividades por la zona.",La Casita de Pajares,https://www.google.com/maps/search/?api=1&query=La%20Casita%20de%20Pajares&query_place_id=ChIJxRXe_c9zTw0RJiLxiPInQT4
Church,Olmos de la Picaza,5.0,5.0,Burgos,"La portada es gótica, apuntada, con seis arquivoltas lisas y tejaroz con canes. Está formada por dos naves separadas por arcos sobre pilares de sección de cruz y columnas adosadas. Su ábside es rectangular con contrafuertes. Las bóvedas son de crucería gótica, renovadas entre finales del siglo xv y principios del xvi. Sus arcos torales formeros son de estilo románico. Cuenta con una pila bautismal también románica, de la primera mitad del siglo xiii.",Church of the Assumption of Our Lady,https://www.google.com/maps/search/?api=1&query=Church%20of%20the%20Assumption%20of%20Our%20Lady&query_place_id=ChIJRZ0TdfgdRg0RPO4L85YQkJw
Antique store,Pangusión,60.0,5.0,Burgos,,La Itínere (decoración y antigüedades),https://www.google.com/maps/search/?api=1&query=La%20It%C3%ADnere%20(decoraci%C3%B3n%20y%20antig%C3%BCedades)&query_place_id=ChIJv_1-XaFzTw0R3q50dZSQmpQ
Catholic church,Villaescusa de Tobalina,0.0,,Burgos,,Iglesia de San Román Mártir,https://www.google.com/maps/search/?api=1&query=Iglesia%20de%20San%20Rom%C3%A1n%20M%C3%A1rtir&query_place_id=ChIJ__jSEwBzTw0RONDEoGH-5SI
Art studio,Quintana Martín Galíndez,34.0,5.0,Burgos,"Teníamos que diseñar un trofeo y nos costó encontrar un proveedor que materializara nuestro diseño, hasta que dimos con Singular Ideas. Son muy profesionales y te aconsejan para que la pieza quede lo más bonita posible. Además realizaron el trabajo con mucha rapidez. El packaging que lo acompaña es chulísimo. Recomendable 100%.",Singular Ideas,https://www.google.com/maps/search/?api=1&query=Singular%20Ideas&query_place_id=ChIJJxU5CgxLTg0RoCpEUU4wYjw
Bus stop,Villasana de Mena,1.0,5.0,Burgos,"Un lugar especial, para explicarlo hay que vivirlo, sumamente tranquilo y de gente trabajadora.",Villasana De Mena,https://www.google.com/maps/search/?api=1&query=Villasana%20De%20Mena&query_place_id=ChIJVUPB0hAdTw0RYc6Y_aKW7mI
RV dealer,Quintana Martín Galíndez,11.0,5.0,Burgos,"Calidad profesional y personal, gran nivel técnico, trabajan al detalle y con mucho mimo.",Galla Vanworks,https://www.google.com/maps/search/?api=1&query=Galla%20Vanworks&query_place_id=ChIJnSgcXnlbTg0RVfCUr375KaQ
Electrical installation service,Quintanilla de Pienza,1.0,5.0,Burgos,,Aenergiza energias renovables S.A. Burgos,https://www.google.com/maps/search/?api=1&query=Aenergiza%20energias%20renovables%20S.A.%20Burgos&query_place_id=ChIJEQzpBJYjTw0RtBck2XXKxso
Athletic field,Pangusión,0.0,,Burgos,,Sports Field,https://www.google.com/maps/search/?api=1&query=Sports%20Field&query_place_id=ChIJq6q6SUJyTw0RMJZCjMPkeAw
Bus station,Villasana de Mena,5.0,5.0,Burgos,,Villasana De Mena,https://www.google.com/maps/search/?api=1&query=Villasana%20De%20Mena&query_place_id=ChIJZ_TOzxAdTw0RvlSki2yFGyw
Warehouse,,0.0,,Burgos,,Mancomunidad de la Comarca Ebro-Nela,https://www.google.com/maps/search/?api=1&query=Mancomunidad%20de%20la%20Comarca%20Ebro-Nela&query_place_id=ChIJn371UK9zTw0R8Z9Qw4GunGo
Chapel,Montejo de San Miguel,2.0,5.0,Burgos,Vistas del ebro y frias desde un alto,Ermita de San Miguel,https://www.google.com/maps/search/?api=1&query=Ermita%20de%20San%20Miguel&query_place_id=ChIJG4DC-JVtTw0RRl0b_qxTNJY
Cemetery,,0.0,,Burgos,,Cemetery,https://www.google.com/maps/search/?api=1&query=Cemetery&query_place_id=ChIJVVUVWI-gSA0R8sf4kSdeIt4
Miniature golf course,,0.0,,Burgos,,Campo de Minigolf Valle de Tobalina,https://www.google.com/maps/search/?api=1&query=Campo%20de%20Minigolf%20Valle%20de%20Tobalina&query_place_id=ChIJDV_OCeBzTw0RaHiRCj-OqZE
Dental clinic,Villasana de Mena,2.0,1.0,Burgos,"Lamentable trato, lamentable servicio, ha ido mi madre a una reconstrucción y corona que se le ha caído dos veces, 500€ de factura y la única solución, volver a ponerla....no hay nada positivo que decir de este doctor",Clínica Pereda Dental - Villasana de Mena,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Pereda%20Dental%20-%20Villasana%20de%20Mena&query_place_id=ChIJeaCBHrcdTw0RlwptL5Is9ig
Playground,Villaescusa de Tobalina,1.0,5.0,Burgos,Muy bonito 😍,Parque de villascusa,https://www.google.com/maps/search/?api=1&query=Parque%20de%20villascusa&query_place_id=ChIJM33uawBzTw0RqPi2ygFCUB0
Hiking area,Pajares,0.0,,Burgos,,Los Puntidos,https://www.google.com/maps/search/?api=1&query=Los%20Puntidos&query_place_id=ChIJg0ITfQB1Tw0RmhtM9-9dMcI
,Villasana de Mena,0.0,,Burgos,,PESCADERIA HIPERFRISH,https://www.google.com/maps/search/?api=1&query=PESCADERIA%20HIPERFRISH&query_place_id=ChIJqT6AzxAdTw0RUf2H0LHRS3Q
Park,Pangusión,0.0,,Burgos,,Pangusion,https://www.google.com/maps/search/?api=1&query=Pangusion&query_place_id=ChIJ5ax98GxzTw0R68yZRfCTnxU
Manufacturer,Quintana Martín Galíndez,1.0,5.0,Burgos,"Espectaculares las preparaciones que hacen!!
Las manitas de cerdo son las mejores que he probado en mi vida.
Repetiré seguro!!",Usanza,https://www.google.com/maps/search/?api=1&query=Usanza&query_place_id=ChIJhaJDfLhzTw0RGa7PI9ea00w
Garden,Gabanes,0.0,,Burgos,,Pasaderas de gabanes,https://www.google.com/maps/search/?api=1&query=Pasaderas%20de%20gabanes&query_place_id=ChIJCYiXSQBzTw0Rsqn8Gfh_0y4
Cafe,Villasana de Mena,163.0,5.0,Burgos,,Royal Plaza,https://www.google.com/maps/search/?api=1&query=Royal%20Plaza&query_place_id=ChIJsylfLRcdTw0RkyWsPKZyss4
Food store,Villanueva de Argaño,1.0,5.0,Burgos,,Embutidos Caseros De Argaño,https://www.google.com/maps/search/?api=1&query=Embutidos%20Caseros%20De%20Arga%C3%B1o&query_place_id=ChIJW60e8hMbRg0RNJfS5pVPkoU
Bicycle repair shop,Villasana de Mena,1.0,5.0,Burgos,"Cuidado con los cambio de cadena de bici; en mi caso me cobró 40 euros y dejó la misma; eso limpia y parecía  nueva. Por otro tema de la bici y en otro centro , Forum, y después de 92km de andar con la supuestamente nueva cadena me demostraron que la cadena estaba totalmente desgastada.",ValleBike,https://www.google.com/maps/search/?api=1&query=ValleBike&query_place_id=ChIJuzoqaQAdTw0RfCZgGHF9jXE
Pharmacy,Villasana de Mena,18.0,4.0,Burgos,Es una farmacia como todas pero se puede mejorar sonriendo gracias.,Farmacia Tortajada Martín,https://www.google.com/maps/search/?api=1&query=Farmacia%20Tortajada%20Mart%C3%ADn&query_place_id=ChIJS4Dx7j0dTw0R_uMDmHpgVMQ
Hiking area,Montejo de Cebas,1.0,5.0,Burgos,,Montejo de Cebas,https://www.google.com/maps/search/?api=1&query=Montejo%20de%20Cebas&query_place_id=ChIJtSxcXABtTw0RBGS_0BxVYe4
Real estate agency,Villasana de Mena,99.0,5.0,Burgos,"Muy agradecida a Asier y Aida, por su trabajo, su paciencia y consejos.
Estamos encantados con ellos.
Sin duda aconsejo a la gente que quiera comprar o vender propiedades, que contacte con ellos.
¡mil gracias! ☺️",Inmobiliaria VillaSana & UribeCasa,https://www.google.com/maps/search/?api=1&query=Inmobiliaria%20VillaSana%20%26%20UribeCasa&query_place_id=ChIJeXC0LxcdTw0R2gDZ2QmfD5c
Hiking area,,0.0,,Burgos,,Mojón Acuchillado,https://www.google.com/maps/search/?api=1&query=Moj%C3%B3n%20Acuchillado&query_place_id=ChIJ6R0jVrV1Tw0RvzUEY7HKCsQ
Bakery,Villasana de Mena,9.0,5.0,Burgos,Solo quiero decir que la txintxorta esta de diez... de todas que he probado es igual a la que hacia mi madre en Navarra. Genial la verdad.,El Horno de Ortiz Panadería Pastelería,https://www.google.com/maps/search/?api=1&query=El%20Horno%20de%20Ortiz%20Panader%C3%ADa%20Pasteler%C3%ADa&query_place_id=ChIJp7IwKzIdTw0Rur2dA1vF1hs
Municipal Department of Tourism,Villasana de Mena,5.0,1.0,Burgos,"Muy Mal.. Tiene Tiene toda la razón Fernando Iglesias.. Yo también, Estaba Allí..Junto Otra Pareja.. Y Hemos Tenido que Esperar Más de 1hora.. Y Nos Hemos Tenido que Irnos sin Ser Atendidos, pork que No a Venido Nadie a Abrir.. Y faltaba solo 15 minutos, para el Cierre..",Oficina de Turismo,https://www.google.com/maps/search/?api=1&query=Oficina%20de%20Turismo&query_place_id=ChIJYa0LlGQdTw0RqdA_6FuiPWk
Beauty salon,Villasana de Mena,8.0,5.0,Burgos,"Como siempre un placer, no hay profesional mejor que ésta. Cuando se jubile no sé quién nos va a hacer todo lo que ella nos hace.",Aviva,https://www.google.com/maps/search/?api=1&query=Aviva&query_place_id=ChIJU4di3hAdTw0RG5IdNjoSry0
Museum,Lezana de Mena,0.0,,Burgos,,El Nido,https://www.google.com/maps/search/?api=1&query=El%20Nido&query_place_id=ChIJ45xCasYfTw0ROWKovlNm17Q
Historical landmark,Lezana de Mena,0.0,,Burgos,,Lavadero,https://www.google.com/maps/search/?api=1&query=Lavadero&query_place_id=ChIJwUy18-QfTw0RxP0nmZiee30
Lottery retailer,Villasana de Mena,5.0,5.0,Burgos,"Un encanto de personas buen sitio,amables",Administración de Lotería,https://www.google.com/maps/search/?api=1&query=Administraci%C3%B3n%20de%20Loter%C3%ADa&query_place_id=ChIJJcc3PBcdTw0RIQSfcYe6aNU
Historical landmark,Lezana de Mena,106.0,3.0,Burgos,Coincido en que al ser un sitio privado está bien verlo si pasas por allí pero es tontería ir expresamente para ello porque no se puede ver más que por fuera.,Castle of Velasco,https://www.google.com/maps/search/?api=1&query=Castle%20of%20Velasco&query_place_id=ChIJbT_AgoEeTw0RbWG_1-HmZ4Q
Plumber,Villasana de Mena,1.0,1.0,Burgos,El teléfono de contacto de Internet esta mal y no se puede contactar con él,Manuel Dopazo Iglesias,https://www.google.com/maps/search/?api=1&query=Manuel%20Dopazo%20Iglesias&query_place_id=ChIJNbj7LxEdTw0RZUNt9IS2HvY
Church,Lezana de Mena,2.0,5.0,Burgos,,Iglesia de San Miguel Arcángel,https://www.google.com/maps/search/?api=1&query=Iglesia%20de%20San%20Miguel%20Arc%C3%A1ngel&query_place_id=ChIJgVfirIYeTw0RoYWm3TEP7Cs
Bus stop,Lezana de Mena,1.0,5.0,Burgos,Bien conservado según se ve en foto,Lezana,https://www.google.com/maps/search/?api=1&query=Lezana&query_place_id=ChIJDe4Hg4EeTw0RjVfjHcnlG_s
ATM,Villasana de Mena,1.0,5.0,Burgos,,Cajero Automático IberCaja,https://www.google.com/maps/search/?api=1&query=Cajero%20Autom%C3%A1tico%20IberCaja&query_place_id=ChIJhUvUScMdTw0R2DSWnpD_Hyo
Bank,Villasana de Mena,1.0,5.0,Burgos,,Cajaviva,https://www.google.com/maps/search/?api=1&query=Cajaviva&query_place_id=ChIJaw2MLhcdTw0RddKVv0ZWYME
Parking lot,Lezana de Mena,0.0,,Burgos,,Aparcamiento,https://www.google.com/maps/search/?api=1&query=Aparcamiento&query_place_id=ChIJFdlkZwAfTw0RPTTujOm7Cwo
Bar,Lezana de Mena,38.0,5.0,Burgos,"El morro rebozado muy rico,y el café muy bueno, también.",Taberna Parola,https://www.google.com/maps/search/?api=1&query=Taberna%20Parola&query_place_id=ChIJeeeRZYEeTw0R--KNINchKzg
ATM,"Villasana de Mena, Burgos",0.0,,Burgos,,Cajero automáticlo CaixaBank,https://www.google.com/maps/search/?api=1&query=Cajero%20autom%C3%A1ticlo%20CaixaBank&query_place_id=ChIJ481qLxcdTw0R9Rzb5dVclS0
Bank,Villasana de Mena,1.0,5.0,Burgos,"El trato y atencion recibidos por parte de las personas que estan cara al publico es excelente.
Cualquier cosa ellos estan dispuestos ayudrate.",Ibercaja Banco,https://www.google.com/maps/search/?api=1&query=Ibercaja%20Banco&query_place_id=ChIJF1pGxBAdTw0RS29OUan6D8Q
Cemetery,,0.0,,Burgos,,Cemetery,https://www.google.com/maps/search/?api=1&query=Cemetery&query_place_id=ChIJAQDwhoYeTw0RaJ2ujgn6AVw
Chapel,Pedrosa del Páramo,2.0,5.0,Burgos,,Ermita del Cristo de Villaux,https://www.google.com/maps/search/?api=1&query=Ermita%20del%20Cristo%20de%20Villaux&query_place_id=ChIJj2166ygdRg0RgLnUBZv5xo8
Indoor lodging,Lezana de Mena,18.0,5.0,Burgos,Increible,Casa Rural las Fuentes de Mena,https://www.google.com/maps/search/?api=1&query=Casa%20Rural%20las%20Fuentes%20de%20Mena&query_place_id=ChIJ4aciPxgeTw0RUReqsOgJC0M
Athletic field,,0.0,,Burgos,,Sports Field,https://www.google.com/maps/search/?api=1&query=Sports%20Field&query_place_id=ChIJAQDwXSkcTw0R7hMDVKA8cpE
Castle,Peñaranda de Duero,1408.0,5.0,Burgos,,Castillo de Peñaranda de Duero,https://www.google.com/maps/search/?api=1&query=Castillo%20de%20Pe%C3%B1aranda%20de%20Duero&query_place_id=ChIJn0Uzjuo5RA0RkxPjbQklqkQ
Historical landmark,Peñaranda de Duero,1.0,5.0,Burgos,"Encontrar un hada Cantamora es una gran sorpresa y un regalo inesperado. Pasear por la zona del castillo y sentir su magia, admirar las vistas desde esta altura y si coincide que la Torre del Homenaje esté abierta podrás conocer la vida en los castillos a través de una exposición permanente. Para volver una y otra vez. 😍",Hada Cantamora,https://www.google.com/maps/search/?api=1&query=Hada%20Cantamora&query_place_id=ChIJG7Vl-j45RA0RJi9FoZKXNEs
Tourist attraction,Pedrosa de Tobalina,8.0,5.0,Burgos,,EL MIRADOR DE PEDROSA DE TOBALINA,https://www.google.com/maps/search/?api=1&query=EL%20MIRADOR%20DE%20PEDROSA%20DE%20TOBALINA&query_place_id=ChIJ-c47jUcTTw0REBH4ca3VCZk
Homestay,Peñaranda de Duero,0.0,,Burgos,,Casa Margarita,https://www.google.com/maps/search/?api=1&query=Casa%20Margarita&query_place_id=ChIJQVyhPgA5RA0RfIciCeuBUag
