categoryName,city,reviewsCount,stars,state,text,title,url
Beautician,Burgos,0,,Burgos,,Centro de Belleza Blanca García,https://www.google.com/maps/search/?api=1&query=Centro%20de%20Belleza%20Blanca%20Garc%C3%ADa&query_place_id=ChIJaSUH6__9RQ0R2Q5oMNlkCLc
Hair salon,Burgos,19,5.0,Burgos,,Peluqueria,https://www.google.com/maps/search/?api=1&query=Peluqueria&query_place_id=ChIJU7NEPJb8RQ0RRbNZeCfAivs
Courthouse,Burgos,0,,Burgos,,Tribunal Superior de Justicia - Sala Social,https://www.google.com/maps/search/?api=1&query=Tribunal%20Superior%20de%20Justicia%20-%20Sala%20Social&query_place_id=ChIJ16PbxCv9RQ0RDwSKtRGZGAk
School,Burgos,2,1.0,Burgos,,Meson lara,https://www.google.com/maps/search/?api=1&query=Meson%20lara&query_place_id=ChIJ0Q_8rtv9RQ0Rqab-z5PKhqY
Coffee shop,Burgos,174,5.0,Burgos,Muy bonito y muy comodo,El Gran Martínez,https://www.google.com/maps/search/?api=1&query=El%20Gran%20Mart%C3%ADnez&query_place_id=ChIJ7RdqbgD9RQ0Rox9kaUUOx-M
Legal affairs bureau,Burgos,0,,Burgos,,Tribunal Superior de Justicia de Castilla y León - Sala de lo Contencioso-Administrativo,https://www.google.com/maps/search/?api=1&query=Tribunal%20Superior%20de%20Justicia%20de%20Castilla%20y%20Le%C3%B3n%20-%20Sala%20de%20lo%20Contencioso-Administrativo&query_place_id=ChIJwZhAbFr9RQ0RTzaIp7xwgAI
Stationery wholesaler,Burgos,26,5.0,Burgos,,la repro,https://www.google.com/maps/search/?api=1&query=la%20repro&query_place_id=ChIJPYxSVcX8RQ0RKJ2bspXepC4
Park,Miranda de Ebro,101,5.0,Burgos,,Parque Miguel Delibes,https://www.google.com/maps/search/?api=1&query=Parque%20Miguel%20Delibes&query_place_id=ChIJj03TMQqQTw0RNSI-xb-eqSU
Courier service,Burgos,0,,Burgos,,Punto Pack InPost,https://www.google.com/maps/search/?api=1&query=Punto%20Pack%20InPost&query_place_id=ChIJq_KskOP9RQ0RemIzTRgduyc
Sporting goods store,Burgos,321,1.0,Burgos,,Base: Deportes Manzanedo (Center),https://www.google.com/maps/search/?api=1&query=Base%3A%20Deportes%20Manzanedo%20(Center)&query_place_id=ChIJ_UiEAtX8RQ0RzDPNDsl7wIM
Nursing home,Burgos,10,5.0,Burgos,,"Hogar Residencia San Julián y San Quirce ""Barrantes""",https://www.google.com/maps/search/?api=1&query=Hogar%20Residencia%20San%20Juli%C3%A1n%20y%20San%20Quirce%20%22Barrantes%22&query_place_id=ChIJ8e9IVCn9RQ0RQp4yJc96KKA
Curtain store,Burgos,12,5.0,Burgos,Atención personalizada y un bien trato. Material de calidad,Decoración Teo,https://www.google.com/maps/search/?api=1&query=Decoraci%C3%B3n%20Teo&query_place_id=ChIJwaAJFpb8RQ0RGdBmDRaIxok
Parking lot for bicycles,Burgos,0,,Burgos,,Aparcamiento Bicicletas,https://www.google.com/maps/search/?api=1&query=Aparcamiento%20Bicicletas&query_place_id=ChIJGRnFGNX8RQ0Rphbd23Wp5HY
Shoe store,Villarcayo,29,5.0,Burgos,Приємно було відвідати цей чудовий магазин,Calzados Maribel,https://www.google.com/maps/search/?api=1&query=Calzados%20Maribel&query_place_id=ChIJa1-6a5o6Tw0ROtTCYBGYiMA
Historical landmark,Burgos,1,4.0,Burgos,"Es un sitio bonito, aunque está algo descuidado. Rodeado de un entorno muy agradable para pasear aunque la carretera que lo cruza tiene mucho tráfico y deberían poner remedio para que los conductores no vayan tan rápido ya que lo convierten en un lugar con ruido y riesgo de atropellos.",Fuente del Castaño,https://www.google.com/maps/search/?api=1&query=Fuente%20del%20Casta%C3%B1o&query_place_id=ChIJBTZwbAD7RQ0RZ-Gn4I9LqXc
Historical landmark,Burgos,0,,Burgos,,Antiguo Hospital de San Julián y San Quirce,https://www.google.com/maps/search/?api=1&query=Antiguo%20Hospital%20de%20San%20Juli%C3%A1n%20y%20San%20Quirce&query_place_id=ChIJ6yXMWkP9RQ0R3lA57rcEQAA
Hair salon,Burgos,41,5.0,Burgos,Tony peluquero de confianza,Tony Peluquería Salón de Belleza,https://www.google.com/maps/search/?api=1&query=Tony%20Peluquer%C3%ADa%20Sal%C3%B3n%20de%20Belleza&query_place_id=ChIJJ1GZqdX8RQ0RNzsZyagrltY
Public bathroom,Burgos,0,,Burgos,,Spike House,https://www.google.com/maps/search/?api=1&query=Spike%20House&query_place_id=ChIJ8RPIWwD9RQ0RQfBGT3ZmQZs
Asian restaurant,Miranda de Ebro,258,5.0,Burgos,"Suelo pedir a domicilio y siempre como bien aquí. Muy buenq relación calidad precio.
Las berenjenas son dulzonas con salsa de soja. Llenan un montón pero están increíbles.
Las gyozas en general están todas buenas, y el siau long pau también, muy rico y esponjoso. También llena bastante.
El pan no es de los aceitosos. Muy muy rico.
También tienen especialmente buenos los rollitos de primavera. Nada que ver con los de otros sitios.
Muy casero, la verdad. La impresión es totalmente distinta a la de otros chinos.
Lo único que no me gusta es la salsa de soja que ponen porque lleva también vinagre, y no pega con todo.
Unos 15 euros por persona, sobrando bastante cantidad...",Restaurante Asiático GH,https://www.google.com/maps/search/?api=1&query=Restaurante%20Asi%C3%A1tico%20GH&query_place_id=ChIJfexc8guQTw0RPKHm5PXjU7c
Contractor,Burgos,7,1.0,Burgos,"Creo que no ha colocado un césped artificial en su vida, no tiene ni idea. Una autentica chapuza.",Danbar Jardinería,https://www.google.com/maps/search/?api=1&query=Danbar%20Jardiner%C3%ADa&query_place_id=ChIJ4_pK5C_9RQ0RSGnHW_RZIVo
,Burgos,0,,Burgos,,Adviceme Management S.L.,https://www.google.com/maps/search/?api=1&query=Adviceme%20Management%20S.L.&query_place_id=ChIJqSI61yv9RQ0RB5DfCrA6JrI
Religious institution,Burgos,2,3.0,Burgos,,Misiones - Delegación Diocesana,https://www.google.com/maps/search/?api=1&query=Misiones%20-%20Delegaci%C3%B3n%20Diocesana&query_place_id=ChIJy1bNUCn9RQ0RQmB2a7K75jM
Bicycle Shop,Burgos,7,5.0,Burgos,,Ciclo Sport Juarez,https://www.google.com/maps/search/?api=1&query=Ciclo%20Sport%20Juarez&query_place_id=ChIJB_hMoNX8RQ0Rx6_c_W5wGHE
Hostel,Burgos,262,5.0,Burgos,"Habitacions molt netes, amb bona calefacció, ben situat i amb una magnífica atenció per part dels propietaris.
Preu raonable, si tornem a Burgos repetirem.",Hostal Averroes,https://www.google.com/maps/search/?api=1&query=Hostal%20Averroes&query_place_id=ChIJBx_jupf8RQ0R11PxkpXFyaQ
Playground,Burgos,9,4.0,Burgos,,Parque infantil S8-Fuentecillas,https://www.google.com/maps/search/?api=1&query=Parque%20infantil%20S8-Fuentecillas&query_place_id=ChIJR7a11wP9RQ0RhpSKOM5gHxo
Notary public,Burgos,8,5.0,Burgos,Muy correctos y profesionales.,Colegio Notarial de Castilla y León,https://www.google.com/maps/search/?api=1&query=Colegio%20Notarial%20de%20Castilla%20y%20Le%C3%B3n&query_place_id=ChIJjZoUp9f8RQ0RW0XXs7dM61k
Mobile home park,Burgos,6,5.0,Burgos,Muy buen sitio para pasar unos días. Con fácil acceso al centro mediante transporte publico,Zona de descarga de aguas negras para autocaravanas,https://www.google.com/maps/search/?api=1&query=Zona%20de%20descarga%20de%20aguas%20negras%20para%20autocaravanas&query_place_id=ChIJjTC_0sH9RQ0RLcqmGgb4aPs
Tax consultant,Burgos,0,,Burgos,,2R asesores,https://www.google.com/maps/search/?api=1&query=2R%20asesores&query_place_id=ChIJ38dM2Cv9RQ0RM0I2D2DzGqQ
Religious goods store,Burgos,30,5.0,Burgos,"Tienda de artículos religiosos que llama la atención, tiene regalos, objetos decorativos y litúrgicos… La dueña es un encanto.",La Nueva Villa,https://www.google.com/maps/search/?api=1&query=La%20Nueva%20Villa&query_place_id=ChIJJ14a1iv9RQ0RUaetyeyJoTc
Bar,Villarcayo,18,3.0,Burgos,"En el centro de la villa, con fácil accesibilidad y pet friendly",Bar El Plaza Villarcayo,https://www.google.com/maps/search/?api=1&query=Bar%20El%20Plaza%20Villarcayo&query_place_id=ChIJSawvOnU7Tw0RlCvZuDhxmTM
Clothing store,Burgos,7,5.0,Burgos,La experiencia con Macarena Valdés ha sido excepcional. Un trato y asesoramiento muy amable y acertado.,Mulaya Burgos,https://www.google.com/maps/search/?api=1&query=Mulaya%20Burgos&query_place_id=ChIJn6bYbwD9RQ0R342WMF6GR8I
Architecture firm,Burgos,0,,Burgos,,GL Arquitectura en Burgos,https://www.google.com/maps/search/?api=1&query=GL%20Arquitectura%20en%20Burgos&query_place_id=ChIJ1XvwyTH9RQ0RaABqBcVtSAU
Architecture firm,Burgos,12,5.0,Burgos,"La atención prestada por Daniel ha sido impecable. Muy atento, implicado y profesional, dándome posibles y variadas soluciones a cómo realizar una reforma integral en el piso de mis padres. En base a mi trato con él,  recomiendo sin lugar a dudas los servicios de su estudio. Buen profesional y mejor persona.",dospasos estudio,https://www.google.com/maps/search/?api=1&query=dospasos%20estudio&query_place_id=ChIJ8Q5kSof9RQ0RwuUg2InpxCc
Photography studio,Burgos,15,5.0,Burgos,,Monkey Garden Studio,https://www.google.com/maps/search/?api=1&query=Monkey%20Garden%20Studio&query_place_id=ChIJeT8qf8T8RQ0RphLw3UTZRM0
Custom tailor,Burgos,2,5.0,Burgos,Muy buen trato... volveré seguro,Orbace & Manflor Indumentaria Tradicional Burgos,https://www.google.com/maps/search/?api=1&query=Orbace%20%26%20Manflor%20Indumentaria%20Tradicional%20Burgos&query_place_id=ChIJg0OyW7L9RQ0R3KaTshBJc6Y
Catholic church,Burgos,6,4.0,Burgos,"Iglesia neogótica de finales del s. XIX, poco conocida. Muy bien conservada y abierta no muy a menudo. El convento de las Salesas está habitado por esta congregación desde 1901.",Iglesia del Monasterio de la Visitación (Salesas),https://www.google.com/maps/search/?api=1&query=Iglesia%20del%20Monasterio%20de%20la%20Visitaci%C3%B3n%20(Salesas)&query_place_id=ChIJabE7A_z9RQ0RKli3f3rxQGE
Bus stop,Burgos,0,,Burgos,,Barrantes 2,https://www.google.com/maps/search/?api=1&query=Barrantes%202&query_place_id=ChIJWfkfUin9RQ0RPC6MZMElnro
Clothing store,Burgos,0,,Burgos,,Kana Chic,https://www.google.com/maps/search/?api=1&query=Kana%20Chic&query_place_id=ChIJhU1G6kX9RQ0RZX0JnrsaJ9g
Store,Burgos,2,5.0,Burgos,"Compré una batería para cámara fotográfica. La batería no cargaba. Lo comuniqué a la tienda. Ningún problema, la recogieron en mi casa. Todo facilidades y una atención exquisita por parte de Natalia, muy muy satisfecho con todo el proceso, algo poco frecuente. Me devolvieron el dinero. Gracias por todas las facilidades y por la atención",Tienda de devoluciones Amazon,https://www.google.com/maps/search/?api=1&query=Tienda%20de%20devoluciones%20Amazon&query_place_id=ChIJ7cVmBAD9RQ0RpxLp_1OFGQw
Dentist,Burgos,4,5.0,Burgos,"Excelente experiencia!! Muchísimas gracias por el trato y por todo, súper recomendable",Dr. Tomás,https://www.google.com/maps/search/?api=1&query=Dr.%20Tom%C3%A1s&query_place_id=ChIJ1ceJtK79RQ0RbmrGDv3a9Zo
Clothing store,Burgos,0,,Burgos,,moda valeria,https://www.google.com/maps/search/?api=1&query=moda%20valeria&query_place_id=ChIJo5RsCnv9RQ0RL_WOgz3B1qY
Monastery,Burgos,61,4.0,Burgos,Pastas caseras a 9€ los 500gr.,Religiosas de la Visitación de Santa María (Salesas),https://www.google.com/maps/search/?api=1&query=Religiosas%20de%20la%20Visitaci%C3%B3n%20de%20Santa%20Mar%C3%ADa%20(Salesas)&query_place_id=ChIJv_3NBiz9RQ0RVX44fMklLpk
Holiday apartment,Burgos,1,5.0,Burgos,"Apartamento céntrico, parking privado. Céntrico",Apto. Santa Águeda,https://www.google.com/maps/search/?api=1&query=Apto.%20Santa%20%C3%81gueda&query_place_id=ChIJSXamz-D9RQ0RtfZ1ON4CPRY
Dental clinic,Burgos,16,5.0,Burgos,"La clínica de mi familia de confianza , profesionales y aparte encantadores.",Clínica Dental Castrejana,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Dental%20Castrejana&query_place_id=ChIJ1bD9Cdf8RQ0Rmt3ZyuGotmw
Corporate office,Burgos,0,,Burgos,,Ampaber Sl,https://www.google.com/maps/search/?api=1&query=Ampaber%20Sl&query_place_id=ChIJEw4i8Cv9RQ0RPtugsZ66WEI
Industrial engineer,Burgos,0,,Burgos,,Colegio Oficial de Ingenieros Industriales de Burgos y Palencia,https://www.google.com/maps/search/?api=1&query=Colegio%20Oficial%20de%20Ingenieros%20Industriales%20de%20Burgos%20y%20Palencia&query_place_id=ChIJsRy5g6f9RQ0RZ-w297EbebI
Hairdresser,Burgos,26,1.0,Burgos,"La PEOR peluquería a la que he ido en mucho tiempo. Pregunta 200 veces pero hace lo que le parece... fui rubia y salí morena, incluso discutía el tipo de peinado y criticaba a otras peluquerías. Muy desagradable y enfadada con el resultado. Ahora a ver cómo consigo volver a mi pelo...",Peluquería Salón Cristina,https://www.google.com/maps/search/?api=1&query=Peluquer%C3%ADa%20Sal%C3%B3n%20Cristina&query_place_id=ChIJ9-SHzqHjRQ0RbZCkklEt-bQ
Wool store,Burgos,24,5.0,Burgos,Una pequeña tienda de lanas con una gran profesional. Me encanta,Lanas La Rueca,https://www.google.com/maps/search/?api=1&query=Lanas%20La%20Rueca&query_place_id=ChIJ5XlJp9f8RQ0R7sNPU3u0G3E
Winery,San Juan del Monte,10,5.0,Burgos,Horario de 7:00 a 15:00 descarga rapida,Cepas de Castilla SLU,https://www.google.com/maps/search/?api=1&query=Cepas%20de%20Castilla%20SLU&query_place_id=ChIJC9ESpvA7RA0R5w2c0wkOqq0
Perfume store,Burgos,74,5.0,Burgos,,Aylan Perfumes Árabes,https://www.google.com/maps/search/?api=1&query=Aylan%20Perfumes%20%C3%81rabes&query_place_id=ChIJjQfvP8H9RQ0RKXpEtghkt6Y
Cardiologist,Burgos,0,,Burgos,,Fernando Luis Arroyo Cuenca,https://www.google.com/maps/search/?api=1&query=Fernando%20Luis%20Arroyo%20Cuenca&query_place_id=ChIJc_WGAdX8RQ0RGAxA6Cnw8Rk
Architect,Burgos,11,1.0,Burgos,"Chapuceros de tres al cuarto como el proyecto del hangar en Burgos una sala de conciertos que no supieron quitar ni las columnas ni realizar un estudio de acústica e insonorización.
Sala con muy mal sonido una chapuza como una catedral
O como lo de hacer conciertos en la plaza de toros de Burgos otro sitio que no está insonorizado que luego hicieron pruebas de sonido y los músicos no querían ni tocar de lo mal que lo habían sonorizado que lo primero es a quien se le ocurre en un sitio que es redondo el sonido no rebota de forma homogénea porque es redondo solo hay una forma de que suene bien y yo no os la voy a decir ya que habéis ido tanto a la universidad le dais vueltas al coco",AU. arquitectos,https://www.google.com/maps/search/?api=1&query=AU.%20arquitectos&query_place_id=ChIJzVDNUCn9RQ0RhbmEcBhAwyY
Boutique,Burgos,4,5.0,Burgos,Ropa diferente y atención personalizada!!!,Vísteme,https://www.google.com/maps/search/?api=1&query=V%C3%ADsteme&query_place_id=ChIJ0whpCdf8RQ0RVT54vUDL7ec
Storage facility,Burgos,1,5.0,Burgos,,Compras y Logística Burgalesa,https://www.google.com/maps/search/?api=1&query=Compras%20y%20Log%C3%ADstica%20Burgalesa&query_place_id=ChIJ3_xI5Sv9RQ0RWyfz5HMKJlE
Radiologist,Burgos,0,,Burgos,,Ceña Lajusticia Teresa,https://www.google.com/maps/search/?api=1&query=Ce%C3%B1a%20Lajusticia%20Teresa&query_place_id=ChIJx5EZ8Sv9RQ0RGdPWrvao_QA
Nail salon,Burgos,125,5.0,Burgos,Muy buen trato y excelentes profesionales 👌👌👌 lo recomiendo,Nails Centro,https://www.google.com/maps/search/?api=1&query=Nails%20Centro&query_place_id=ChIJt1fk8DP9RQ0R5Rl_bL9yEno
Women's clothing store,Burgos,560,5.0,Burgos,"Hay buenas rebajas,ropa muy buena y bonita.",Stradivarius,https://www.google.com/maps/search/?api=1&query=Stradivarius&query_place_id=ChIJoeZuEdf8RQ0ReiEPYVTw-Q0
Butcher shop,Burgos,0,,Burgos,,Jesús Puente Palomero y Otra SCv,https://www.google.com/maps/search/?api=1&query=Jes%C3%BAs%20Puente%20Palomero%20y%20Otra%20SCv&query_place_id=ChIJ1brMmtPiRQ0RifxIuOgMn74
Cafe,Burgos,240,1.0,Burgos,"Con esos precios lógicamente el local se traspasa, 4,20 por un pincho de tortilla frío y un café.",Café - Bar Moeda,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20-%20Bar%20Moeda&query_place_id=ChIJ7dYuBtf8RQ0RqCjgKQDtEkE
Clothing store,Burgos,9,5.0,Burgos,"Excelente el trato y la profesionalidad. La calidad, indiscutible. ¡Muy recomendable!",Lencería A Medias,https://www.google.com/maps/search/?api=1&query=Lencer%C3%ADa%20A%20Medias&query_place_id=ChIJ_-Z3O9b8RQ0R6jIrFVb50CY
Parking lot,Burgos,1,4.0,Burgos,,Parking Santa Teresa de Burgos,https://www.google.com/maps/search/?api=1&query=Parking%20Santa%20Teresa%20de%20Burgos&query_place_id=ChIJ5QmnJ2H9RQ0R9RONluPMJGA
Children's clothing store,Burgos,87,5.0,Burgos,Compre un vestido de comunión para mi ahijada y el trato por parte de Susana ha sido inmejorable. La prueba perfecta y me lo dejo tan bien ajustado como que fuera a medida de la niña. También el traje de mi sobrina de ceremonia espectacular con todos los detalles tanto para el pelo como el calzado.,El Tendal,https://www.google.com/maps/search/?api=1&query=El%20Tendal&query_place_id=ChIJE4bJB9f8RQ0R4RZZrpjS0Ww
Rehabilitation center,Burgos,5,5.0,Burgos,Grandes profesionales para ayudar a nuestros hij@s.,Neuro+,https://www.google.com/maps/search/?api=1&query=Neuro%2B&query_place_id=ChIJzZuXN3_9RQ0R2QY0KjC2944
Homestay,Burgos,2,5.0,Burgos,"Pequeño apartamento muy nuevo y bien equipado, en una buenisima localización. Aunque no hay parking, el propietario te escribe indicándote calles cercanas donde es posible encontrar hueco. Recomendable.","Vivienda de uso turístico, ventana a Santa María",https://www.google.com/maps/search/?api=1&query=Vivienda%20de%20uso%20tur%C3%ADstico%2C%20ventana%20a%20Santa%20Mar%C3%ADa&query_place_id=ChIJ-ymOenX9RQ0R8Qpavvo-Z2E
Cable company,Burgos,0,,Burgos,,electricidad electronica,https://www.google.com/maps/search/?api=1&query=electricidad%20electronica&query_place_id=ChIJ_5ybqyn9RQ0RhZDaTycZb_k
Social services organization,Burgos,73,5.0,Burgos,,Centro de Formación y Empleo CEFE - Fundación Lesmes,https://www.google.com/maps/search/?api=1&query=Centro%20de%20Formaci%C3%B3n%20y%20Empleo%20CEFE%20-%20Fundaci%C3%B3n%20Lesmes&query_place_id=ChIJ2RbZQFz9RQ0RSOcXgv3pIT4
Tourist attraction,Burgos,89,5.0,Burgos,,"Estatua del conde Diego Rodríguez Porcelos, de Juan de Ávalos",https://www.google.com/maps/search/?api=1&query=Estatua%20del%20conde%20Diego%20Rodr%C3%ADguez%20Porcelos%2C%20de%20Juan%20de%20%C3%81valos&query_place_id=ChIJt1jNAl79RQ0Rx2A682gBLFQ
Chapel,Burgos,6,5.0,Burgos,Es preciosa pero se abre solo para culto religioso.,Capilla de Santa Ana (Catedral de Burgos),https://www.google.com/maps/search/?api=1&query=Capilla%20de%20Santa%20Ana%20(Catedral%20de%20Burgos)&query_place_id=ChIJ15Gvvin9RQ0RSHLtLApfo3A
Cemetery,Burgos,10,5.0,Burgos,"La verdad,muy cómodo,lo que se dice cómodo,no es,el sitio muy angosto,no hay ventilación,llevo 48 días aquí tumbado,a ver si vienen y nada,el servicio muy eficiente,me ofrecieron un nicho,de 2, 50 x metro 70,en largo y ancho y la verdad que nikelao lo dejaron,no tengo ropa para cambiarme,48 días aquí tumbado la verdad,esto empieza a oler a muerto un poco,los vecinos,por el día ni se les escucha,pero por la noche,tienen unas juergas aquí,que si velas,que si un tal belcebú,que si nosotros te invocamos,no dejan dormir ni a dios,esto de descanso eterno,tiene poco,solicito más vigilancia nocturna y un traje y ropa nueva de aseo,que las flores están muy bien pero no hay nada como ropa interior limpia,porfavor.",Cementerio Municipal de San José,https://www.google.com/maps/search/?api=1&query=Cementerio%20Municipal%20de%20San%20Jos%C3%A9&query_place_id=ChIJBQi7Hkj9RQ0RhAZkZ50BABI
Holiday apartment rental,Burgos,80,5.0,Burgos,,Emérita Luxury Home,https://www.google.com/maps/search/?api=1&query=Em%C3%A9rita%20Luxury%20Home&query_place_id=ChIJNwbKCKP9RQ0RhVl0BqkFrYE
Bus stop,Burgos,0,,Burgos,,Costa Rica Iglesia,https://www.google.com/maps/search/?api=1&query=Costa%20Rica%20Iglesia&query_place_id=ChIJ_d_5XFz9RQ0RGC1NLoopBlo
Bus stop,Burgos,0,,Burgos,,Costa Rica - Iglesia,https://www.google.com/maps/search/?api=1&query=Costa%20Rica%20-%20Iglesia&query_place_id=ChIJu_EHXVz9RQ0RuGtID1mZgRk
Bar,Burgos,399,5.0,Burgos,Vete un domingo después de misa y alucinas con la maravilla de pinchos de todo tipo!,Bar Casa Ángel,https://www.google.com/maps/search/?api=1&query=Bar%20Casa%20%C3%81ngel&query_place_id=ChIJ6Vi4-V_9RQ0RB6GQnl5eUWk
Pharmacy,Burgos,19,5.0,Burgos,"Trato familiar, muy amables",Farmacia Lda.Beatriz Delgado Sainz,https://www.google.com/maps/search/?api=1&query=Farmacia%20Lda.Beatriz%20Delgado%20Sainz&query_place_id=ChIJZ9Q0Z1z9RQ0RW0r5mwKtSF8
Car sharing location,Burgos,15,5.0,Burgos,,Parquing Autocares Burgos Free,https://www.google.com/maps/search/?api=1&query=Parquing%20Autocares%20Burgos%20Free&query_place_id=ChIJsQfym9H8RQ0RhayLB9Vm36I
Holiday apartment rental,Burgos,2,5.0,Burgos,,Luxury Homes Collection,https://www.google.com/maps/search/?api=1&query=Luxury%20Homes%20Collection&query_place_id=ChIJVwJy2Vz9RQ0RMQOBbk9o0Jg
Catholic church,Burgos,461,4.0,Burgos,"Preciosa Iglesia gótica de dimensiones medias pero de gran belleza. Básicamente es gótica con algunas actuaciones de gótico flamígero en algunas bóvedas y algún arco renacentista. Pero lo que es espectacular es su retablo hecho en piedra gótico flamígero. Es muy acogedora. Muy entrañable el señor que guarda el recinto, ha sido muy amable y cuidadoso.",Church of San Nicolás de Bari,https://www.google.com/maps/search/?api=1&query=Church%20of%20San%20Nicol%C3%A1s%20de%20Bari&query_place_id=ChIJC3eApyn9RQ0RW-K-HWbtL6M
Crane rental agency,Burgos,4,5.0,Burgos,"¡Increíble servicio! Recientemente contraté a esta empresa para un trabajo pesado y estoy encantado con los resultados. Realizaron un trabajo impoluto, demostrando ser lo mejor que se puede contratar en toda Castilla y León para este tipo de tareas. Muy profesional, trabajador y extremadamente cuidadoso en cada paso del proceso. Su atención meticulosa y su compromiso con la calidad se reflejan en el resultado final. Recomiendo esta empresa para cualquier proyecto que requiera dedicación y excelencia. ¡No podrían haber hecho un mejor trabajo!",Alquiler Camiones Grúas Burgos,https://www.google.com/maps/search/?api=1&query=Alquiler%20Camiones%20Gr%C3%BAas%20Burgos&query_place_id=ChIJOVpZWFTiRQ0RtzXQrpsrgh8
Freight forwarding service,Burgos,0,,Burgos,,Aurelio Fuero Valdivielzo,https://www.google.com/maps/search/?api=1&query=Aurelio%20Fuero%20Valdivielzo&query_place_id=ChIJK_KI9F79RQ0Rszq64py9djI
Children's camp,Burgos,201,5.0,Burgos,"Enhorabuena!!!!!. Mi hijo ha estado esta semana pasada y ha venido encantadísimo. Destaca el trato con los monitores :Cristina, Eva, Lorena,Yeremi,Javier, Ariel , Yoel y su favorita Ibia. Gracias por tratar tan maravillosamente a nuestros hijos. Sin duda volvería. Hasta pronto. Iván Ramos.",Campamentos | Formación | 360 Camp,https://www.google.com/maps/search/?api=1&query=Campamentos%20%7C%20Formaci%C3%B3n%20%7C%20360%20Camp&query_place_id=ChIJH2QawHX9RQ0RQDLnWBjswro
Charter school,Burgos,24,1.0,Burgos,,College School Aurelio Gómez,https://www.google.com/maps/search/?api=1&query=College%20School%20Aurelio%20G%C3%B3mez&query_place_id=ChIJS9HHPVz9RQ0RNFGejtw9jXs
Monastery,Burgos,15,4.0,Burgos,"Convento de la Santísima Trinidad o de las Madres Trinitarias (1917), en Burgos, junto al convento de San José y Santa Ana, en la Plaza de Santa Teresa. La orden de la Santísima Trinidad y de los Cautivos fue fundada en 1194 en Cerfroid (Alta France) por el provenzal san Jean de Matha (1150-1213), san Félix de Valois (m. 1212) y otros 3 monjes ermitaños, con la misión de asistencia a cautivos, pobres y enfermos. Una casa trinitaria masculina fue fundada en Burgos en 1207 por San Juan de Mata, establecido en Castilla y muerto en Salamanca. En Burgos, la orden hospitalaria trinitaria estuvo a cargo del Hospital de la Trinidad, y el primer convento trinitario femenino se fundó en la ciudad en 1334, cambiando varias veces de emplazamiento, hasta llegar aquí. La espadaña de la iglesia conventual tiene un relieve (1926) del artista burgalés Fortunato Julián García Hernando (1891-1972) y en el interior un retablo clasicista con una obra (1926) del pintor burgalés Marceliano Santa María (1866-1952). Misas: todos los días a las 08:00 y los festivos a las 08:45; y desde 2014 los sábados a las 17:00 y los domingos a las 10:00 celebra su culto la parroquia ortodoxa rumana de los Santos Apóstoles Pedro y Pablo de Burgos (Parohia Ortodoxă Română Sfinții Apostoli Petru si Pavel din Burgos).",Monasterio de La Santísima Trinidad (Trinitarias),https://www.google.com/maps/search/?api=1&query=Monasterio%20de%20La%20Sant%C3%ADsima%20Trinidad%20(Trinitarias)&query_place_id=ChIJn9KiuQf9RQ0R8Eiesn77Zcg
Bus stop,Burgos,0,,Burgos,,Costa Rica 68,https://www.google.com/maps/search/?api=1&query=Costa%20Rica%2068&query_place_id=ChIJU5T16179RQ0RPlwIhM2fqqg
Marble contractor,Burgos,15,5.0,Burgos,Gente maravillosa y un trabajo de gran calidad.,Mármoles Del Arlanzón,https://www.google.com/maps/search/?api=1&query=M%C3%A1rmoles%20Del%20Arlanz%C3%B3n&query_place_id=ChIJj6HD1R_9RQ0RPco9YqeJpBg
Wellness center,Burgos,289,5.0,Burgos,Hola buen día una pregunta yo me mude hace poco por calle jesus maria ordoño que centro de salud me corresponde d esta zona gracias,Health Center of Santa Clara,https://www.google.com/maps/search/?api=1&query=Health%20Center%20of%20Santa%20Clara&query_place_id=ChIJHRitl9H8RQ0Rfkc2c_Vk_4E
Sushi takeaway,Burgos,285,5.0,Burgos,Soy una apasionada del sushi y puedo decir que es el mejor de Burgos. Deseando que reabran por favor!!!,Restaurante Japonés - SHINKANSEN SUSHI,https://www.google.com/maps/search/?api=1&query=Restaurante%20Japon%C3%A9s%20-%20SHINKANSEN%20SUSHI&query_place_id=ChIJtTphtrj8RQ0Rp5K6QOYAqeA
School,Burgos,5,5.0,Burgos,Una guardería con un jardín espectacular y un gran equipo.,CEI Guardería Saldaña (Benedictinas),https://www.google.com/maps/search/?api=1&query=CEI%20Guarder%C3%ADa%20Salda%C3%B1a%20(Benedictinas)&query_place_id=ChIJD33oJDD9RQ0RmZhT_3Ka2a0
Playground,Burgos,1,3.0,Burgos,"Parque infantil vallado, con bancos y algo de sombra por los árboles, con varios juegos infantiles para los niños como columpio, tobogán, etc. La goma del suelo está para cambiarla.",Parque infantil Bda. San Juan,https://www.google.com/maps/search/?api=1&query=Parque%20infantil%20Bda.%20San%20Juan&query_place_id=ChIJ55FiqmL9RQ0Rm66cfCvxBhs
Soccer field,Burgos,1,5.0,Burgos,,Descampado,https://www.google.com/maps/search/?api=1&query=Descampado&query_place_id=ChIJATI2zi39RQ0REz0gV4iO7FM
